tree,ssw,zul
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN shirt_N) (UsePron she_Pron))) (CopAP (PositA spotted_R))))) NoVoc,liyembe lakhe belingemabalabala,iyembe lakhe belingemabalabala
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet that_Quant) old_woman_N)) (CopAP (PositA small_A))))) NoVoc,leso salukati besingesifishane,leso salukazi besingesifuphi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (PredetN (QuantPredet all_QuantStem) box_N)) (AdvVP (UseV fall_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN water_N)))))))) NoVoc,lonkhe libhokisi aliwelanga emantini,lonke ibhokisi aliwelanga emanzini
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN boy_N)) (CopLocative (LocAdvLoc (LocNPAdv (DetCN (DetNum NumSg) (UseN home_N)))))))) NoVoc,umfana ubengesekhaya,umfana ubengesekhaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN boy_N)) (CopNP (DetCN (DetNum NumSg) (UseN student_N)))))) NoVoc,umfana ubengesitshudeni,umfana ubengeyisitshudeni
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN builder_N)) (AdvVP (UseV build_V) here_Adv)))) NoVoc,umakhi akakhanga lapha,umakhi akakhanga lapha
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN builder_N)) (ComplV2 build_V2 (DetCN (DetNum NumSg) (UseN kraal_N)))))) NoVoc,umakhi akakhanga sibaya,umakhi akakhanga isibaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN builder_N)) (ComplV2 drink_V2 (DetCN (DetNum NumPl) (UseN water_N)))))) NoVoc,umakhi akanetsanga emanti,umakhi akaphuzanga amanzi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN builder_N)) (UseV drink_V)))) NoVoc,umakhi akanetsanga,umakhi akaphuzanga
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN elephant_N)) (CopNPEqSize (DetCN (DetNum NumSg) (UseN mountain_N)))))) NoVoc,indlovu ibingengangantsaba,indlovu ibingengangantaba
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN girl_N)) (ComplV2 save_V2 (DetCN (DetNum NumSg) (UseN money_N)))))) NoVoc,intfombi ayonganga imali,intombi ayonganga imali
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN girl_N)) (CopLocative (LocAdvLoc (LocNPAdv (DetCN (DetNum NumSg) (UseN home_N)))))))) NoVoc,intfombi ibingesekhaya,intombi ibingesekhaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN girl_N)) (CopNP (DetCN (DetNum NumSg) (UseN student_N)))))) NoVoc,intfombi ibingesitshudeni,intombi ibingeyisitshudeni
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN grass_N)) (ComplVV refuse_VV (UseV burn_2_V))))) NoVoc,tjani abelanga kuvutsa,utshani abelanga ukuvutha
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN old_woman_N)) (AdvVP (ComplV2 cook_V2 (Deverb15 PPos (UseV eat_V))) here_Adv)))) NoVoc,salukati asiphekanga kudla lapha,isalukazi asiphekanga ukudla lapha
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN old_woman_N)) (ComplV2Light cook_V2 (DetCN (DetNum NumSg) (UseN pumpkin_porridge_N)))))) NoVoc,salukati asisiphekanga sidvudvu,isalukazi asisiphekanga isidudu
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN sore_N)) (AdvVP (UseV bleed_V) (PositAdvAdj bad_A))))) NoVoc,silondza asophanga kabi,isilonda asophanga kabi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (UseV work_V)))) NoVoc,umfati akasebentanga,umfazi akasebenzanga
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN worker_N)) (AdvVP (CopQuant only_QuantStem) today_Adv)))) NoVoc,sisebenti besingesodvwa lamuhla,isisebenzi besingesodwa namuhla
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (LocNNP outside_LocN) (AdvVPLight (UseV dry_V) today_Adv)))) NoVoc,phandle akomanga lamuhla,phandle akomanga namuhla
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (LocNNP outside_LocN) (AdvVP (UseV dry_V) today_Adv)))) NoVoc,phandle akomanga lamuhla,phandle akomanga namuhla
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (PostdetCN (UseN food_N) (QuantPostdet all_QuantStem) (DetNum NumSg)) (UseVStative end_V)))) NoVoc,kudla konkhe bekungaphelile,ukudla konke bekungaphelile
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (RelNP (DetCN (DetNum NumPl) (UseN cow_N)) (UseRCl TRemPastTemp PPos (RelVPShort IdRP (AdvVPLight (UseV eat_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN river_N)))))))) (UseV return_V)))) NoVoc,tinkhomo letadla emfuleni atibuyanga,izinkomo ezadla emfuleni azibuyanga
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (AdvVP (AdvVPLight (UseV go_2_V) (PositAdvAdj how_much_A)) yonder_Adv) in_the_afternoon_Adv)))) NoVoc,akayanga kangakhi laphayi ntsambama,akayanga kangaki laphaya ntambama
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (AdvVPLight (UseV visit_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN home_N)))))))) NoVoc,akavakashanga ekhaya,akavakashanga ekhaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (UseVStative tire_V) now_Adv)))) NoVoc,ubengadziniwe manje,ubengakhathele manje
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 receive_V2 (DetCN (DetNum NumPl) (PossNPLoc (UseN book_N) (DetCN (DetNum NumPl) (UseN home_N)))))))) NoVoc,akamukelanga tincwadzi tasemakhaya,akamukelanga izincwadi zasemakhaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 receive_V2 (DetCN (DetNum NumPl) (PossNPLoc (UseN book_N) (DetCN (DetNum NumSg) (UseN home_N)))))))) NoVoc,akamukelanga tincwadzi tasekhaya,akamukelanga izincwadi zasekhaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (AdvVPLight (UseV visit_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN home_N)))))))) NoVoc,angivakashanga ekhaya,angivakashanga ekhaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (UseV go_V) (NaNPAdv (DetCN (DetNum NumPl) (UseN girl_N))))))) NoVoc,angihambanga netintfombi,angihambanga nezintombi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (UseV go_V) (NaNPAdv (DetCN (DetNum NumSg) (UseN girl_N))))))) NoVoc,angihambanga nentfombi,angihambanga nentombi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (UseV run_V) (JustLikeNPAdv (DetCN (DetNum NumSg) (UseN baboon_N))))))) NoVoc,angigijimanga njengemfene,angigijimanga njengemfene
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 call_V2 (DetCN (DetNum NumPl) (UseN boy_N)))))) NoVoc,angibitanga bafana,angibizanga abafana
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 like_V2 (Deverb15 PPos (UseV eat_V)))))) NoVoc,angitsandzanga kudla,angithandanga ukudla
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 receive_V2 (DetCN (DetNum NumPl) (PossNPLoc (UseN book_N) (DetCN (DetNum NumPl) (UseN home_N)))))))) NoVoc,angamukelanga tincwadzi tasemakhaya,angamukelanga izincwadi zasemakhaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 receive_V2 (DetCN (DetNum NumPl) (PossNPLoc (UseN book_N) (DetCN (DetNum NumSg) (UseN home_N)))))))) NoVoc,angamukelanga tincwadzi tasekhaya,angamukelanga izincwadi zasekhaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 receive_V2 (DetCN (DetNum NumSg) (PossNPLoc (UseN book_N) (DetCN (DetNum NumPl) (UseN home_N)))))))) NoVoc,angamukelanga incwadzi yasemakhaya,angamukelanga incwadi yasemakhaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (UseV steal_V)))) NoVoc,angebanga,angebanga
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop it17_Pron)) (AdvVPLight (UseV burn_V) outside_Adv)))) NoVoc,akushisanga phandle,akushisanga phandle
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop it17_Pron)) (UseV burn_V)))) NoVoc,akushisanga,akushisanga
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop she_Pron)) (ComplV2 see_V2 (RelNP (DetCN (DetNum NumSg) (UseN clay_pot_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) NoVoc,akabonanga ludziwo lolukhulu,akabonanga ukhamba olukhulu
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop she_Pron)) (UseV work_V)))) NoVoc,akasebentanga,akasebenzanga
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (AdvVP (AdvVP (AdvVPLight (UseV go_2_V) (PositAdvAdj how_much_A)) yonder_Adv) in_the_afternoon_Adv)))) NoVoc,abayanga kangakhi laphayi ntsambama,abayanga kangaki laphaya ntambama
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (AdvVPLight (UseV visit_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN home_N)))))))) NoVoc,abavakashanga ekhaya,abavakashanga ekhaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (AdvVP (UseV talk_V) much_Adv)))) NoVoc,abakhulumanga kakhulu,abakhulumanga kakhulu
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (ComplV2 eat_V2 (UsePron (ProDrop we_Pron)))))) NoVoc,abasidlanga,abasidlanga
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (ComplV2Light call_V2 (DetCN (DetNum NumPl) (UseN child_N)))))) NoVoc,abababitanga bantfwana,abababizanga abantwana
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (UseV descend_V)))) NoVoc,abehlanga,abehlanga
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (AdvVP (UseV meet_V) (InstrNPAdv (DetCN (DetNum NumPl) (UseN child_2_N))))))) NoVoc,asihlangenanga ngebantfwana,asihlangenanga ngezingane
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (AdvVP (UseV talk_V) much_Adv)))) NoVoc,asikhulumanga kakhulu,asikhulumanga kakhulu
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (ComplV2 receive_V2 (DetCN (DetNum NumPl) (PossNPLoc (UseN book_N) (DetCN (DetNum NumPl) (UseN home_N)))))))) NoVoc,asamukelanga tincwadzi tasemakhaya,asamukelanga izincwadi zasemakhaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (UseVStative tire_2_V)))) NoVoc,besingakhatsele,besingakhathele
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop youPl_Pron)) (AdvVPLight (UseV visit_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN home_N)))))))) NoVoc,anivakashanga ekhaya,anivakashanga ekhaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop youPl_Pron)) (AdvVP (UseV go_V) (NaNPAdv (DetCN (DetNum NumSg) (UseN girl_N))))))) NoVoc,anihambanga nentfombi,anihambanga nentombi
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop youPl_Pron)) (AdvVP (UseV meet_V) (InstrNPAdv (DetCN (DetNum NumPl) (UseN child_2_N))))))) NoVoc,anihlangenanga ngebantfwana,anihlangenanga ngezingane
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop youPl_Pron)) (AdvVP (UseV meet_V) (InstrNPAdv (DetCN (DetNum NumSg) (UseN child_2_N))))))) NoVoc,anihlangenanga ngemntfwana,anihlangenanga ngengane
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop youSg_Pron)) (AdvVP (UseV meet_V) (InstrNPAdv (DetCN (DetNum NumPl) (UseN child_2_N))))))) NoVoc,awuhlangenanga ngebantfwana,awuhlangenanga ngezingane
PhrUtt NoPConj (UttS (UseCl TPastTemp PNeg (PredVP (UsePron (ProDrop youSg_Pron)) (ComplV2 receive_V2 (DetCN (DetNum NumPl) (PossNPLoc (UseN book_N) (DetCN (DetNum NumSg) (UseN home_N)))))))) NoVoc,awamukelanga tincwadzi tasekhaya,awamukelanga izincwadi zasekhaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (PossNPLoc (UseN dog_N) (DetCN (DetNum NumSg) (UseN village_N)))) (UseV bark_V)))) NoVoc,tinja tasemtini tikhonkhotsile,izinja zasemzini zikhonkothile
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (PossNP (UseN dog_N) (DetCN (DetNum NumPl) (UseN village_N)))) (UseV bark_V)))) NoVoc,tinja temiti tikhonkhotsile,izinja zemizi zikhonkothile
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (PredetN (DemPredet that_Quant) old_woman_N)) (CopAP (PositA small_A))))) NoVoc,leto talukati betitimfishane,lezo zalukazi bezizimfuphi
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (AdvVP (UseV gather_firewood_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN forest_N)))))))) NoVoc,bafana batfote emahlatsini,abafana batheze emahlathini
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (AdvVP (UseV gather_firewood_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN forest_N)))))))) NoVoc,bafana batfote ehlatsini,abafana batheze ehlathini
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (ComplV2 refuse_V2 (Deverb15 PPos (UseV play_V)))))) NoVoc,bafana bele kudlala,abafana bele ukudlala
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (ComplV2 save_V2 (DetCN (DetNum NumSg) (UseN money_N)))))) NoVoc,bafana bonge imali,abafana bonge imali
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (CopLocative (LocAdvLoc (LocNPAdv (DetCN (DetNum NumSg) (UseN home_N)))))))) NoVoc,bafana bebesekhaya,abafana bebesekhaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (CopNP (DetCN (DetNum NumSg) (UseN student_N)))))) NoVoc,bafana bebesitshudeni,abafana bebeyisitshudeni
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (CopNPEq (DetCN (DetNum NumSg) (UseN his_father_N)))))) NoVoc,bafana bebenjengayise,abafana bebenjengoyise
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN builder_N)) (AdvVP (UseV build_V) here_Adv)))) NoVoc,bakhi bakhe lapha,abakhi bakhe lapha
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN builder_N)) (ComplV2 build_V2 (DetCN (DetNum NumSg) (UseN kraal_N)))))) NoVoc,bakhi bakhe sibaya,abakhi bakhe isibaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN builder_N)) (UseV drink_V)))) NoVoc,bakhi banetse,abakhi baphuzile
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN girl_N)) (AdvVP (UseV gather_firewood_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN forest_N)))))))) NoVoc,tintfombi titfote emahlatsini,izintombi zitheze emahlathini
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN girl_N)) (ComplV2 save_V2 (DetCN (DetNum NumSg) (UseN money_N)))))) NoVoc,tintfombi tonge imali,izintombi zonge imali
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN girl_N)) (CopLocative (LocAdvLoc (LocNPAdv (DetCN (DetNum NumSg) (UseN home_N)))))))) NoVoc,tintfombi betisekhaya,izintombi bezisekhaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN man_N)) (AdvVP (UseV work_V) much_Adv)))) NoVoc,emadvodza asebente kakhulu,amadoda asebenze kakhulu
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN man_N)) (ComplV2Light see_V2 (DetCN (DetNum NumPl) (UseN village_N)))))) NoVoc,emadvodza ayibonile imiti,amadoda ayibonile imizi
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN man_N)) (UseV work_V)))) NoVoc,emadvodza asebentile,amadoda asebenzile
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN messenger_N)) (ComplV2 wear_V2 (DetCN (DetNum NumPl) (UseN blanket_N)))))) NoVoc,tigijimi tembetse tingubo,izigijimi zembethe izingubo
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN old_woman_N)) (AdvVPLight (ComplV2 visit_V2 (UsePron (ProDrop it17_Pron))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN town_N)))))))) NoVoc,talukati tikuvakashele emadolobheni,izalukazi zikuvakashele emadolobheni
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN old_woman_N)) (AdvVPLight (ComplV2 visit_V2 (UsePron (ProDrop it17_Pron))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN town_N)))))))) NoVoc,talukati tikuvakashele edolobheni,izalukazi zikuvakashele edolobheni
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN old_woman_N)) (ComplV2 cook_V2 (UsePron (ProDrop it15_Pron)))))) NoVoc,talukati tikuphekile,izalukazi zikuphekile
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN old_woman_N)) (ComplV2 distribute_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,talukati tabe sinkhwa,izalukazi zabe isinkwa
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN old_woman_N)) (ComplV2Light cook_V2 (DetCN (DetNum NumSg) (UseN pumpkin_porridge_N)))))) NoVoc,talukati tisiphekile sidvudvu,izalukazi zisiphekile isidudu
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN old_woman_N)) (UseV work_V)))) NoVoc,talukati tisebentile,izalukazi zisebenzile
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN ox_N)) (CopAP (PositA red_R))))) NoVoc,tinkhabi betibovu,izinkabi bezibomvu
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN scholar_N)) (ComplV2 read_V2 (DetCN (DetNum NumSg) (UseN book_N)))))) NoVoc,bafundi bafundze incwadzi,abafundi bafunde incwadi
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN sore_N)) (AdvVP (UseV bleed_V) (PositAdvAdj bad_A))))) NoVoc,tilondza tophe kabi,izilonda zophe kabi
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN thief_N)) (ComplV2 break_V2 (DetCN (DetNum NumPl) (UseN window_N)))))) NoVoc,emaseta ephule emafasitelo,amasela ephule amafasitele
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN water_N)) (CopLocative khona_Loc)))) NoVoc,emanti abekhona,amanzi abekhona
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN woman_N)) (AdvVP (UseV cook_V) now_Adv)))) NoVoc,bafati bapheke manje,abafazi bapheke manje
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN woman_N)) (AdvVP (UseV work_V) much_Adv)))) NoVoc,bafati basebente kakhulu,abafazi basebenze kakhulu
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN woman_N)) (ComplV2 distribute_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,bafati babe sinkhwa,abafazi babe isinkwa
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN woman_N)) (ComplV2Light cook_V2 (DetCN (DetNum NumSg) (UseN pumpkin_porridge_N)))))) NoVoc,bafati basiphekile sidvudvu,abafazi basiphekile isidudu
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN woman_N)) (ComplV2Light see_V2 (DetCN (DetNum NumSg) (UseN village_N)))))) NoVoc,bafati bawubonile umuti,abafazi bawubonile umuzi
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN woman_N)) (UseV work_V)))) NoVoc,bafati basebentile,abafazi basebenzile
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN worker_N)) (AdvVP (CopQuant only_QuantStem) today_Adv)))) NoVoc,tisebenti betitodvwa lamuhla,izisebenzi bezizodwa namuhla
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNPLoc (UseN dog_N) (DetCN (DetNum NumSg) (UseN village_N)))) (UseV bark_V)))) NoVoc,inja yasemtini ikhonkhotsile,inja yasemzini ikhonkothile
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN dog_N) (DetCN (DetNum NumPl) (UseN village_N)))) (UseV bark_V)))) NoVoc,inja yemiti ikhonkhotsile,inja yemizi ikhonkothile
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN dog_N) (DetCN (DetNum NumSg) (UseN village_N)))) (UseV bark_V)))) NoVoc,inja yemuti ikhonkhotsile,inja yomuzi ikhonkothile
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PossNP (UseN shirt_N) (UsePron she_Pron))) (CopAP (PositA spotted_R))))) NoVoc,liyembe lakhe belimabalabala,iyembe lakhe belimabalabala
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PredetN (DemPredet this_Quant) man_N)) (CopNPAssoc (DetCN (DetNum NumSg) (UseN wife_N)))))) NoVoc,lendvodza ibinomfati,le ndoda ibinomfazi
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (PredetN (QuantPredet all_QuantStem) box_N)) (AdvVP (UseV fall_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN water_N)))))))) NoVoc,lonkhe libhokisi liwele emantini,lonke ibhokisi liwele emanzini
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN boy_N)) (AdvVP (UseV gather_firewood_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN forest_N)))))))) NoVoc,umfana utfote ehlatsini,umfana utheze ehlathini
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN boy_N)) (CopLocative (LocAdvLoc (LocNPAdv (DetCN (DetNum NumSg) (UseN home_N)))))))) NoVoc,umfana ubesekhaya,umfana ubesekhaya
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN boy_N)) (CopNP (DetCN (DetNum NumSg) (UseN student_N)))))) NoVoc,umfana ubesitshudeni,umfana ubeyisitshudeni
PhrUtt NoPConj (UttS (UseCl TPastTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN boy_N)) (CopNPEq (DetCN (DetNum NumSg) (UseN his_father_N)))))) NoVoc,umfana ubenjengayise,umfana ubenjengoyise
